amount,term_ 36 months,rate,payment,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,length_sub 1 year,length_1 year,length_10 plus years,length_2 years,length_3 years,length_4 years,length_5 years,length_6 years,length_7 years,length_8 years,length_9 years,length_n/a,home_MORTGAGE,home_OWN,home_RENT,income,verified_Not Verified,verified_Source Verified,verified_Verified,status_Bad,reason_credit_card,reason_debt_consolidation,reason_home_improvement,reason_other,debtIncRat,delinq2yr,inq6mth,openAcc,pubRec,revolRatio,totalAcc,totalBal,totalRevLim,accOpen24,avgBal,bcOpen,bcRatio,totalLim,totalRevBal,totalBcLim,totalIlLim
5000,1,0.19,183.08,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,75000,1,0,0,0,0,0,0,1,21.7,1,0,7,0,0.65,36,50028,85000,2,7147,27,97.3,107515,50028,1000,22515
6625,1,0.18,239.05,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16000,0,1,0,0,0,1,0,0,33.08,0,0,7,0,0.51,8,15968,16400,2,2281,7975,51.4,25900,15968,16400,9500
23075,1,0.11,755.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,150000,0,1,0,0,0,1,0,0,6.15,0,0,13,0,0.62,16,24354,25800,4,1873,3675,42.6,44300,24354,6400,18500
27000,1,0.08,842.23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,72000,0,1,0,0,0,1,0,0,18.26,0,2,21,0,0.25,38,89035,74300,10,4452,37712,18,190340,70768,46000,54440
13500,1,0.09,428.67,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,40000,0,1,0,0,0,1,0,0,21.39,0,1,11,0,0.36,31,16339,11200,7,1815,7158,36.1,36584,16339,11200,25384
15000,1,0.1,485.07,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,70000,1,0,0,0,0,1,0,0,10.35,0,0,8,0,0.48,11,148441,28300,3,21206,12689,47.8,182232,17561,24300,9932
7800,1,0.08,245.11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,112604,1,0,0,0,0,1,0,0,10.65,0,0,5,1,0,17,167203,2500,3,33441,2500,0,209822,12474,2500,22322
3600,1,0.13,121.88,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,46000,1,0,0,0,0,0,0,1,16.41,0,1,13,0,0.24,16,19746,19300,6,1646,4638,42,41778,19746,8000,22478
24000,1,0.12,793.37,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,130000,0,1,0,0,0,1,0,0,19,2,1,21,0,0.71,37,227668,33700,8,11983,2886,85.4,328557,49936,19700,59857
15000,0,0.12,335.87,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50000,1,0,0,0,0,1,0,0,9.77,0,0,20,0,0.76,32,136396,20000,7,7179,1315,92,150857,47774,16500,34731
5850,1,0.13,197.09,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,54000,0,1,0,0,0,1,0,0,12.42,0,1,9,0,0.66,21,41993,10300,7,4666,1035,84.8,48179,41993,6800,37879
5000,1,0.12,167.25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,39000,0,1,0,0,0,1,0,0,15.85,0,1,7,0,0.43,10,21730,11400,2,3104,1935,70.2,34159,21730,6500,22759
18000,1,0.12,597.78,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,65000,0,1,0,0,0,1,0,0,10.99,0,1,10,1,0.49,16,17717,29200,4,1772,7547,54.5,36033,17717,16600,6833
12000,0,0.13,275.07,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,51000,0,1,0,0,0,1,0,0,16.28,0,0,12,0,0.14,16,16457,21900,5,1371,8613,26.1,43999,16457,10600,22099
20000,1,0.1,645.25,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,80000,0,1,0,0,0,1,0,0,14.12,0,1,16,1,0.35,42,247281,23800,5,15455,8929,46.9,277687,40249,16800,45727
3500,1,0.12,115.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,80000,1,0,0,0,1,0,0,0,8.12,2,1,8,0,0.1,22,408843,27700,2,51105,15302,12.1,450961,17293,17400,24261
25075,1,0.15,869.12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,98000,0,1,0,0,0,1,0,0,34.45,0,1,16,0,0.71,61,500348,47400,10,31272,4400,82,565408,109118,24400,109475
10000,1,0.08,312.86,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,102000,1,0,0,0,0,1,0,0,36.47,0,1,24,0,0.62,50,393019,105400,6,16376,18416,77.8,460101,144707,83000,104320
7500,1,0.09,240.22,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,51275,0,1,0,0,0,1,0,0,6.69,0,1,10,1,0.88,21,80605,24800,4,8956,936,75.4,96229,29288,3800,15354
11000,0,0.09,229.26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,62000,1,0,0,0,1,0,0,0,15.6,0,0,10,0,0.25,18,90819,48700,2,9082,29227,26.9,151234,38633,40000,29355
13600,1,0.09,431.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,86600,0,1,0,0,0,1,0,0,22.67,0,1,8,0,0.43,12,43753,37200,5,5469,18954,44.3,76582,43753,34000,39382
1800,1,0.08,56.32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,80000,1,0,0,0,0,0,1,0,14.72,0,0,14,0,0.47,27,58767,10400,3,4198,284,94.3,77244,58767,5000,66844
7000,1,0.09,223.16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,40000,0,1,0,0,1,0,0,0,8.28,1,4,12,0,0.31,32,101050,14205,7,8420,2175,49,116543,4439,8700,0
5600,1,0.1,181.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,60000,0,1,0,0,0,1,0,0,10.34,0,1,10,0,0.51,25,231125,13100,10,23113,0,101,251415,72938,3500,76596
15000,0,0.09,312.62,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,54400,0,1,0,0,0,1,0,0,13.52,0,0,13,0,0.58,29,61544,24900,3,4734,7639,65,89413,61544,21800,64513
2500,1,0.09,79.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,165000,0,1,0,0,0,0,1,0,10.05,0,1,12,0,0.53,28,171089,9500,7,14257,2609,55,196554,57629,5800,67054
5000,1,0.12,165.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,61500,0,0,1,0,0,1,0,0,21.39,8,0,8,0,0.53,43,27565,32500,1,3446,5494,67.7,75877,27565,17000,43377
7050,1,0.13,238.67,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25000,1,0,0,0,0,1,0,0,19.92,0,0,3,1,0.8,13,37273,3500,0,12424,3500,80,54733,38433,3500,51233
5250,1,0.15,181.07,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,72000,1,0,0,0,0,0,0,1,15.38,0,0,9,0,0.77,14,25209,18700,3,2801,3744,79.3,37296,25209,18100,18596
13600,1,0.13,458.18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,31000,0,0,1,0,0,1,0,0,20.44,1,0,12,0,0.58,23,17094,29400,2,1425,4167,59.5,29493,17094,10300,0
30000,1,0.16,1048.95,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,85000,0,1,0,0,0,1,0,0,20.51,1,0,22,0,0.63,42,348966,46300,8,16617,1384,93.2,388033,61571,20400,61033
12000,1,0.06,366.37,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,75000,1,0,0,0,1,0,0,0,18.01,0,0,12,0,0.81,23,170478,18800,0,14207,3492,81.4,229115,54431,18800,82769
35000,1,0.1,1131.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,710000,0,1,0,0,0,1,0,0,7.16,0,3,32,0,0.26,54,1077284,181700,10,37148,134621,14.1,1312716,429154,156700,460251
19675,0,0.2,516.03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47000,0,1,0,0,1,0,0,0,9.24,0,1,5,0,0.98,9,86347,15700,0,17269,339,97.8,88950,15361,15700,0
18050,0,0.21,488.22,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,135000,0,0,1,0,0,1,0,0,11.08,1,1,11,1,0.27,39,33510,19880,6,3046,3750,36,48145,33510,15000,28265
27000,0,0.11,592.99,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,96000,0,1,0,0,0,1,0,0,16.99,0,0,13,0,0.14,28,243504,29300,7,18731,15214,19.5,295885,96080,18900,111635
14600,1,0.18,524.69,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,160000,0,0,1,0,1,0,0,0,3.36,0,2,12,1,0.66,18,15698,23700,6,1308,4065,58.1,23700,15698,9700,0
35000,0,0.12,783.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,104000,0,1,0,0,0,1,0,0,14.76,0,0,15,0,0.39,33,43602,48900,3,2907,15423,16.6,78700,43602,18500,29800
7000,1,0.07,216.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40000,1,0,0,0,0,1,0,0,17.79,0,1,5,0,0.86,17,99536,10500,3,19907,1196,60.1,118592,28198,3000,22142
12800,1,0.07,396.76,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,55000,1,0,0,0,1,0,0,0,31.09,0,1,11,0,0.44,21,201424,41600,3,18311,23441,43.7,246463,53731,41600,48282
5000,1,0.08,157.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,46000,0,0,1,0,0,1,0,0,28.7,0,0,8,0,0.11,15,29799,12900,2,3725,4579,4.6,54904,29799,4800,42004
10000,1,0.11,327.34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,56000,0,0,1,0,0,1,0,0,31.61,0,0,19,1,0.44,33,68080,36200,12,3583,2531,82.5,96512,68080,14500,60312
18000,1,0.08,561.49,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,90000,1,0,0,0,0,1,0,0,27.45,0,0,16,0,0.63,31,348374,73900,5,23225,19436,68.9,403931,112478,62400,72604
28000,1,0.08,876,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,185000,1,0,0,0,0,1,0,0,14.77,1,0,11,0,0.92,31,715889,23800,3,65081,594,91.9,933795,86693,7300,97495
8650,1,0.24,339.73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,25500,0,1,0,0,0,1,0,0,15.11,0,2,19,0,0.37,29,17318,47000,5,911,24182,41.7,47000,17318,41500,0
20400,1,0.06,625.15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,80000,0,1,0,0,1,0,0,0,21.51,0,0,9,1,0.75,23,250042,22100,7,31255,5489,75.2,267959,64346,22100,55567
7800,1,0.06,239.03,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,61500,0,1,0,0,1,0,0,0,31.63,0,0,16,0,0.25,32,51986,29600,4,3713,18717,27.5,85011,51986,25800,46718
35000,1,0.08,1091.78,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,170000,0,1,0,0,1,0,0,0,8.1,0,0,9,0,0.56,16,160013,17300,0,17779,7599,56.1,144222,160013,17300,126922
24000,1,0.08,750.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,76000,0,1,0,0,1,0,0,0,11.3,0,0,9,0,0.58,21,29424,51200,5,3269,17796,62.1,51200,29424,47000,0
18000,0,0.25,528.22,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,57159,0,0,1,0,0,0,0,1,12.45,0,2,9,2,0.31,26,16084,9600,2,4021,6609,31.2,31802,16084,9600,22202
8400,0,0.19,220.08,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,50500,0,0,1,0,0,1,0,0,19.3,0,1,6,0,0.94,20,114562,2900,2,22912,155,93.8,131244,12434,2500,19161
12000,1,0.11,392.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,50000,0,1,0,0,0,1,0,0,26.57,0,1,27,0,0.41,53,24396,51100,6,938,10822,54.9,70917,24396,24000,19817
1000,1,0.16,34.97,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16931,1,0,0,0,0,1,0,0,16.6,0,0,6,0,0.63,6,5693,9100,1,949,343,57.1,9100,5693,800,0
6475,1,0.11,211.96,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45000,0,1,0,0,0,0,0,1,18.35,0,0,11,0,0.26,37,38759,40000,4,3876,10373,47.6,80589,38759,19800,40589
2200,1,0.1,71.15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55000,1,0,0,0,0,1,0,0,24.81,0,0,15,0,0.94,31,75149,13900,6,5010,624,94.8,79255,75149,11900,65355
23300,0,0.16,561.8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,82000,0,1,0,0,1,0,0,0,23.15,0,0,21,0,0.73,41,187173,41700,7,8913,834,96.2,205474,48620,22200,22800
10000,1,0.14,341.73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,63000,0,0,1,0,0,0,0,1,12.44,0,0,5,0,0.46,14,24455,29200,3,6114,3883,77.4,46334,24455,17200,17134
6300,1,0.12,210.13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,72000,0,1,0,0,0,1,0,0,4.38,0,1,5,0,0.87,25,112076,4700,3,28019,94,97.5,119588,17912,3700,15530
16000,1,0.13,536.72,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,125000,0,1,0,0,0,1,0,0,19.8,0,3,24,0,0.33,56,147679,38600,7,6153,18079,29.4,175397,147679,25600,136797
14400,1,0.15,499.12,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,44160,0,1,0,0,1,0,0,0,22.8,0,3,12,0,0.77,20,190344,16200,7,15862,868,91.3,202895,35939,10000,31557
30000,1,0.13,1015.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,87000,0,0,1,0,0,1,0,0,16.17,0,0,10,0,0.54,14,40642,4500,4,4064,1414,62.8,80268,40642,3800,75768
1800,1,0.09,57.39,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,90000,1,0,0,0,0,1,0,0,16.26,0,1,13,0,0.55,27,264602,20000,5,20354,6020,55.4,303213,41829,13500,32065
6600,1,0.09,210.41,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,67300,0,0,1,0,0,1,0,0,1.39,0,0,5,1,0.48,13,287310,8300,3,57462,3982,48.9,305568,4006,7800,0
8000,1,0.07,247.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,72000,1,0,0,0,0,1,0,0,26.12,0,2,19,0,0.43,42,94526,17500,7,4975,9581,36.5,121305,94526,15100,103805
8750,1,0.12,292.26,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,72300,1,0,0,0,0,1,0,0,19.75,0,5,14,1,0.8,31,60093,10200,5,4622,2033,97,72484,60093,6100,62284
34000,0,0.15,802.45,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,118000,0,1,0,0,0,1,0,0,19.67,0,1,10,0,0.64,22,228371,116700,3,22837,58354,64.6,307700,80863,113700,29971
19250,0,0.25,564.91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,43000,0,1,0,0,0,1,0,0,17.95,0,1,11,1,0.4,36,122358,37900,6,11123,15717,15,149984,15177,18500,0
4000,1,0.09,128.12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,40000,1,0,0,0,1,0,0,0,14.79,0,1,10,0,0.41,11,11981,26200,5,1198,10833,46.4,37900,11981,20200,11700
9000,1,0.07,276.58,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,50000,1,0,0,0,0,1,0,0,3.46,0,0,10,0,0.12,29,163593,48600,3,18177,38720,13.2,208814,5880,44600,0
28000,0,0.08,570.16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,80000,1,0,0,0,0,1,0,0,12.14,0,1,13,0,0.25,32,113487,36900,2,8730,16090,17.1,179863,26465,19400,41417
23600,0,0.23,671.14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,100000,0,1,0,0,0,0,1,0,12.05,0,1,12,1,0.52,29,714402,11400,5,64946,2679,68.8,735696,120364,8600,110617
12000,1,0.12,396.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,51000,1,0,0,0,0,1,0,0,10.61,1,1,8,0,0.4,29,46103,3600,6,5763,1666,46.3,60260,19222,3100,28606
15000,1,0.08,472.75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,320000,0,0,1,0,0,1,0,0,9.73,0,2,16,0,0.41,38,1010322,128400,4,67355,63344,41.9,1191069,297411,101800,230528
10000,1,0.13,339.07,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,102000,0,0,1,0,0,0,0,1,2.64,0,0,8,1,0.27,16,57834,27600,5,7229,4959,50.4,84100,7327,10000,0
15400,0,0.18,392.74,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,35000,0,0,1,0,1,0,0,0,33.7,0,1,9,0,0.46,27,65878,30800,6,7320,5823,65.1,82633,65878,16700,51833
35000,0,0.15,826.24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,100000,0,0,1,0,0,1,0,0,28.75,1,1,30,0,0.64,52,128321,78300,4,5133,17668,71.4,157454,128321,61800,74679
4000,1,0.15,137.98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,60000,1,0,0,0,0,1,0,0,5.22,0,1,9,0,0.6,14,34994,10100,2,3888,767,88.7,35675,34994,6800,25392
6000,1,0.06,183.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,48000,0,1,0,0,0,0,1,0,0.38,0,1,4,1,0.03,10,161882,13800,4,40471,13347,3.3,178253,453,13800,0
35000,1,0.15,1207.13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,100000,0,0,1,0,1,0,0,0,16.31,0,0,10,0,0.86,19,39477,36600,2,3948,1598,94.8,77103,39477,30900,40503
35000,0,0.17,872.48,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,95080,0,0,1,0,0,1,0,0,28.71,0,0,19,0,0.71,34,386960,87700,10,20366,13329,60,435485,95656,33300,44923
14400,0,0.17,357.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,60000,0,1,0,0,0,1,0,0,20.88,0,1,7,1,0.56,25,64595,15800,4,9228,3850,62.6,73313,64595,10300,57513
6000,1,0.13,203.12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,80000,0,1,0,0,0,1,0,0,5.54,0,1,10,1,0.28,23,6600,24000,9,660,3667,31,24000,6600,11000,0
8000,1,0.12,267.21,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36000,0,1,0,0,0,0,1,0,22.1,0,0,12,0,0.49,14,26434,17600,9,2403,135,97.1,41602,26434,4600,24002
10000,1,0.08,312.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,250000,0,1,0,0,0,1,0,0,11.3,0,1,10,0,0.89,21,1074281,70000,4,119365,988,94.9,1082144,91643,59000,29144
7475,1,0.2,277.76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25000,0,1,0,0,0,1,0,0,28.85,0,2,11,0,0.49,12,28479,17900,4,2589,98,95.1,39424,28479,2000,21524
18150,0,0.18,456.66,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52000,0,1,0,0,0,1,0,0,37.31,0,1,9,1,0.81,14,39120,19000,3,4347,1642,90.4,76855,39120,17100,57855
12000,1,0.11,390.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,35000,0,0,1,0,0,1,0,0,9.02,0,0,5,0,0.74,6,57662,10000,3,11532,1209,85.8,63000,7395,8500,0
20000,1,0.12,668.02,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,250000,0,1,0,0,0,0,0,1,7.12,1,2,16,0,0.12,21,113464,45100,8,7092,34611,13.3,136489,113464,39900,91389
16000,1,0.12,535.19,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,80000,1,0,0,0,1,0,0,0,14.1,0,2,17,0,0.51,19,22535,32600,9,1326,11803,49.6,58037,22535,23400,22212
10800,1,0.1,346.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,44000,1,0,0,0,1,0,0,0,26.58,1,0,16,0,0.31,38,33633,58300,5,2242,32351,33,82238,33633,48300,23938
7000,1,0.18,253.95,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,153000,1,0,0,0,0,1,0,0,26.32,0,1,20,0,0.83,48,124558,35500,5,6556,2199,91.6,155325,124558,26200,85489
15000,1,0.1,487.47,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,87000,1,0,0,0,0,1,0,0,14.5,0,0,7,0,0.94,20,27138,16100,1,3877,70,99.5,33008,27138,14800,16908
15000,1,0.12,498.15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,80000,0,0,1,0,1,0,0,0,5.09,0,1,13,0,0.33,14,209856,43300,8,16143,8257,63.1,243300,14397,22400,0
8000,1,0.14,272.11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,65000,0,1,0,0,0,0,0,1,26.51,0,0,13,0,0.91,23,244933,15700,4,20411,35,99.1,256599,70582,3900,65149
6000,1,0.18,215.63,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,75000,0,0,1,0,0,1,0,0,14.4,2,3,15,0,0.25,33,119085,26833,4,8506,183,77.1,157334,25650,800,31639
8600,1,0.09,274.16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,62000,1,0,0,0,0,0,0,1,14.96,0,0,11,0,0.28,18,28656,30600,4,2866,6052,58.5,61076,28656,14600,30476
3000,1,0.11,98.21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,60000,1,0,0,0,0,1,0,0,20.36,0,1,9,0,0.38,13,32029,61000,3,3559,38208,16.9,79028,32029,46000,18028
2000,1,0.15,69.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,29000,0,0,1,0,0,1,0,0,20.41,0,0,8,1,0.59,11,13706,17800,2,1713,4511,66.8,21800,13706,13600,4000
10000,1,0.11,329.48,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,61000,1,0,0,0,1,0,0,0,20.11,0,2,15,0,0.62,32,194560,33500,4,12971,3215,83.4,232891,38219,19400,21315
15000,0,0.14,352.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,100000,0,1,0,0,1,0,0,0,24.62,1,1,15,0,0.69,39,304402,27700,6,20293,3973,82.7,334767,192759,23000,181821
9600,1,0.17,342.22,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,52000,0,1,0,0,0,1,0,0,10.43,1,1,10,0,0.52,23,101248,4800,6,11250,2286,52.4,105552,21480,4800,20752
2000,1,0.17,70.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,25000,0,1,0,0,0,1,0,0,16.03,0,0,9,0,0.25,11,8413,14800,3,1052,7658,31.6,21425,8413,11200,6625
5000,1,0.07,154.66,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,50000,1,0,0,0,0,0,0,1,21.12,0,1,14,0,0.35,43,125883,57900,5,10490,24686,13.1,170563,36864,28400,21663
20450,1,0.1,664.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,125000,0,1,0,0,0,1,0,0,12.66,0,0,13,1,0.57,28,335633,19700,4,30512,4519,49.8,402572,75456,9000,101915
13200,1,0.14,454.3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,85155,1,0,0,0,0,1,0,0,17.78,0,2,15,1,0.44,27,237308,23050,7,15820,2283,61,273409,35806,13700,44163
15000,1,0.17,531.44,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,55000,0,1,0,0,0,1,0,0,16.87,0,0,11,1,0.44,14,111593,17100,6,10145,108,97.2,156041,37104,3800,39000
30000,0,0.14,697.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,108000,0,1,0,0,0,1,0,0,17.26,0,1,11,0,0.46,37,52386,56600,8,4762,7129,67.7,98530,52386,22100,41930
2400,1,0.16,84.67,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,55000,0,0,1,0,0,1,0,0,13.48,0,4,7,3,0.2,39,48651,5200,10,6950,4177,19.7,56623,48651,5200,51423
12000,1,0.11,392.81,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,61000,1,0,0,0,0,1,0,0,15.42,0,0,12,0,0.85,21,39427,9600,2,3286,0,100.2,46713,39427,7100,37113
8400,1,0.1,269.75,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,36000,1,0,0,0,1,0,0,0,26.87,0,0,7,0,0.49,37,12100,24500,5,2017,1782,66.4,24500,12100,5300,0
