amount,term_ 36 months,rate,payment,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,length_sub 1 year,length_1 year,length_10 plus years,length_2 years,length_3 years,length_4 years,length_5 years,length_6 years,length_7 years,length_8 years,length_9 years,length_n/a,home_MORTGAGE,home_OWN,home_RENT,income,verified_Not Verified,verified_Source Verified,verified_Verified,status_Bad,reason_credit_card,reason_debt_consolidation,reason_home_improvement,reason_other,debtIncRat,delinq2yr,inq6mth,openAcc,pubRec,revolRatio,totalAcc,totalBal,totalRevLim,accOpen24,avgBal,bcOpen,bcRatio,totalLim,totalRevBal,totalBcLim,totalIlLim
8400,1,0.1,270.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,85000,0,0,1,1,0,1,0,0,22.26,0,3,11,1,0,25,76888,11600,9,7689,9000,0,99355,76888,9000,87755
28000,0,0.13,632.66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,82000,1,0,0,1,0,1,0,0,25.11,0,0,18,0,0.43,30,238905,22000,8,13273,3900,65.5,259301,58662,11300,56791
31500,0,0.24,906.01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,75000,0,0,1,1,0,1,0,0,16.7,0,2,13,0,0.52,34,38508,51400,1,3209,11548,63.5,73529,38508,31600,22129
10000,0,0.2,262.28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,35000,1,0,0,1,0,1,0,0,25.07,0,1,10,0,0.68,31,118000,17900,10,11800,1419,79.4,128085,32973,6900,22430
5000,1,0.18,179.69,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,20000,0,0,1,1,1,0,0,0,8.7,0,2,3,0,0.37,6,4905,13300,5,1635,8395,36.9,13300,4905,13300,0
16000,1,0.12,533.65,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,85000,1,0,0,1,0,1,0,0,13.05,0,2,15,0,0.46,31,201871,10900,7,13458,5517,41.9,212804,43195,9500,39104
33300,0,0.17,827.42,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,66600,0,0,1,1,0,0,0,1,12.34,1,1,16,0,0,36,79839,39800,3,5703,25454,0,124381,79839,28900,84581
19000,0,0.19,492.04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,65600,0,1,0,1,0,1,0,0,26.58,0,3,19,0,0.5,35,52103,20600,5,2742,2238,78.3,84855,52103,10300,64255
11300,0,0.19,294.63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,26886,0,0,1,1,0,1,0,0,14.64,0,0,5,0,0.64,10,162422,5700,1,32484,68,97.3,188236,11958,2500,14036
6575,1,0.24,257.93,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,35000,0,1,0,1,0,0,1,0,13.65,2,2,11,0,0.81,12,59985,4300,8,5999,42,97.8,92799,13862,1900,10499
19200,0,0.12,429.92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,55000,1,0,0,1,1,0,0,0,21.47,0,0,7,0,0.54,39,84594,22600,6,12085,409,95.1,101152,84594,8400,78552
20000,0,0.14,465.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,58000,0,1,0,1,0,1,0,0,25.33,0,0,10,0,0.8,13,34749,18100,2,3475,1759,86.4,56874,34749,12900,38774
24000,0,0.18,607.62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,64000,0,1,0,1,0,1,0,0,17.01,0,0,13,1,0.58,31,23379,19700,6,2125,2467,76.5,36225,23379,10500,16525
15000,1,0.12,501.74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,80000,0,1,0,1,0,1,0,0,20.31,0,0,15,1,0.5,27,56437,9900,8,3762,4241,53.9,63116,56437,9200,53216
35000,0,0.13,802.65,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120000,0,0,1,1,0,0,0,1,13.98,0,0,14,0,0.38,33,84426,33800,1,6030,11425,51.2,127290,84426,23400,93490
3600,1,0.13,121.91,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,35000,1,0,0,1,1,0,0,0,22.12,0,0,14,0,0.23,22,18990,19400,4,1461,9753,13.7,35826,18990,11300,16426
21325,1,0.15,735.59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,58000,0,0,1,1,0,1,0,0,32.9,0,0,21,0,0.6,42,221012,51750,5,11632,4550,87,246582,51913,18200,22957
16550,0,0.18,416.4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,150000,0,1,0,1,0,1,0,0,16.03,0,0,18,0,0.46,48,297790,18100,6,19853,250,91.1,332870,101416,2800,108266
16000,0,0.12,359.08,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,60000,0,1,0,1,0,0,1,0,2.02,0,0,5,0,0.22,9,168757,6500,2,33751,927,7.3,175000,1452,1000,0
15000,1,0.07,462.41,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,43000,1,0,0,1,0,1,0,0,14.9,0,1,13,0,0.4,31,209135,51400,11,16087,12630,54.6,246400,20537,27800,0
20000,1,0.14,680.16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,68000,0,1,0,1,0,0,1,0,1.94,0,1,3,0,0.64,15,1083,1700,2,361,617,63.7,1700,1083,1700,0
19500,0,0.16,470.18,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,140000,0,1,0,1,0,1,0,0,7.85,0,1,13,0,0.2,36,23287,48200,8,1791,34242,22.2,80095,23287,44000,31895
11750,0,0.26,350.62,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,50000,0,0,1,1,0,1,0,0,16.32,0,1,12,0,0.79,51,85702,7700,3,10713,0,100.6,82922,85702,5000,75222
10000,0,0.15,236.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,36000,0,1,0,1,0,1,0,0,27.1,0,0,13,0,0.42,19,43781,18900,4,3368,6494,37,57678,43781,10300,38778
4000,1,0.14,136.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,40000,0,0,1,1,1,0,0,0,19.62,3,3,12,0,0.85,35,116137,25300,2,10558,3036,87.1,195971,22429,23600,0
3000,1,0.13,100.64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,43000,0,1,0,1,1,0,0,0,17.22,0,1,7,0,0.86,12,9567,6900,2,1367,945,86.3,25653,9567,6900,18753
10000,1,0.12,332.39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,75000,0,0,1,1,0,0,0,1,24.75,0,0,13,0,0.61,17,61414,18100,3,4724,2957,59.5,81249,61414,7300,56932
18900,1,0.15,651.94,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,54000,1,0,0,1,1,0,0,0,16.71,0,3,11,0,0.63,29,25547,28900,8,2322,3667,76,42038,25547,22000,10297
26125,0,0.16,629.64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,59500,0,1,0,1,0,1,0,0,11.46,0,0,9,0,0.67,20,18733,28100,2,2081,6346,74.2,28100,18733,24600,0
35000,0,0.23,986.47,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,125000,0,1,0,1,0,1,0,0,20.38,0,2,15,0,0.58,81,307423,57400,6,20495,23922,58.3,294401,307423,57400,230138
24125,1,0.18,866.99,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,55000,0,0,1,1,0,1,0,0,31.81,0,2,24,0,0.37,39,90794,50500,16,3948,30546,38,150057,90794,49300,83408
7000,1,0.14,239.21,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,32000,0,1,0,1,0,1,0,0,30.09,0,2,7,0,0.56,11,31832,5300,4,5305,1100,15.4,37078,31832,1300,31778
17500,1,0.12,583.68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,35000,0,0,1,1,1,0,0,0,37.96,0,0,12,0,0.83,38,37684,18300,10,3140,1285,90.1,47698,37684,13000,29398
18000,0,0.09,377.95,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,88500,0,0,1,1,0,0,0,1,6.99,0,0,6,0,0.36,8,12261,17000,1,2452,4158,56.2,29563,12261,9500,12050
23850,0,0.2,638.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,52000,0,1,0,1,1,0,0,0,23.75,1,0,13,1,0.43,32,39399,30600,8,3031,10887,40.2,63693,39399,18200,33093
3600,1,0.17,128.34,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,60000,0,1,0,1,0,1,0,0,34.6,0,0,14,0,0.69,27,149822,16100,4,10702,1465,85.3,173835,66297,10000,65438
10000,0,0.14,234.3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,45000,0,0,1,1,1,0,0,0,18.85,0,1,10,1,0.5,34,28253,15700,8,3139,2813,69,39861,28253,11250,24161
11200,0,0.19,291.71,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,92000,0,0,1,1,0,0,0,1,13.46,0,3,19,0,0.18,29,46378,43600,7,2441,14861,31.5,85767,46378,21700,42167
10000,0,0.17,248.48,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,60000,0,1,0,1,0,1,0,0,24.62,0,0,14,0,1.02,29,58187,11600,1,4156,0,102,72393,58187,11600,60793
10000,1,0.12,332.39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,25000,0,0,1,1,0,1,0,0,31.42,0,1,16,1,0.32,39,18242,45200,8,1140,4031,67.2,50200,18242,12300,5000
14000,1,0.13,469.63,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,55000,0,1,0,1,0,0,0,1,29.13,0,0,16,0,0.73,25,56410,34100,8,3526,2611,89.8,70443,56410,25600,36343
31900,0,0.26,951.33,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,86000,0,0,1,1,0,1,0,0,9.94,0,2,8,1,0.56,24,286251,5100,6,35781,1337,64.8,306531,17117,3800,29047
25775,1,0.18,934.94,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,91000,0,0,1,1,0,0,0,1,10.48,2,3,14,0,0.85,33,363571,21200,1,27967,3115,85.3,418386,22949,21200,17186
35000,0,0.16,856.54,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,113000,0,0,1,1,0,1,0,0,13.77,2,0,15,0,0.82,30,87415,45700,2,6244,1167,96.6,109363,87415,34700,63663
10000,1,0.11,327.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,80000,0,1,0,1,0,1,0,0,16.08,0,1,11,0,0.44,29,246068,88700,2,22370,47791,44.7,320900,38752,86400,0
8000,1,0.13,268.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48000,0,0,1,1,0,0,1,0,28.88,0,0,15,0,0.86,30,101819,16400,3,6788,0,100.1,86727,101819,8300,70327
12000,1,0.13,401.97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,43654,0,0,1,1,0,1,0,0,36.16,0,2,11,0,0.77,23,44433,33900,3,4039,5359,80.9,56450,44433,28100,22550
8000,1,0.11,263.78,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40000,0,1,0,1,0,1,0,0,5.55,1,0,9,0,0.48,18,9361,9800,1,1170,4223,52.6,14700,9361,8900,4900
2400,1,0.09,76.51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,25000,0,1,0,1,0,0,0,1,17.19,0,0,5,0,0.07,21,103817,6600,3,20763,6120,7.3,117767,103817,6600,111167
10000,1,0.13,338.54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,42000,1,0,0,1,1,0,0,0,10.31,0,1,7,0,0.86,29,236039,12700,1,33720,268,96.9,224885,236039,8600,212185
18000,0,0.15,428.13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,42120,0,1,0,1,0,0,1,0,16.7,0,1,13,2,0.11,33,21403,26800,6,1784,17965,11.9,50599,21403,20400,23799
13200,1,0.15,457.52,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44917,0,0,1,1,1,0,0,0,6.81,0,0,4,0,0.82,4,9092,11100,1,2273,132,98.4,11100,9092,8100,0
29925,0,0.18,767.9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,90000,0,0,1,1,0,1,0,0,38.65,0,0,12,0,0.66,15,82941,38200,4,6912,9704,65.6,113870,82941,28200,75670
16000,0,0.13,361.52,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,32000,1,0,0,1,0,1,0,0,19.5,1,0,8,0,0.49,14,112886,18900,4,14111,7751,50.6,136757,10057,15700,11537
15000,1,0.14,516.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,55000,0,1,0,1,1,0,0,0,16.15,2,2,9,0,0.5,27,28249,14000,6,3139,2184,42.5,44515,28249,3800,30515
14250,1,0.12,476.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,34000,0,0,1,1,0,1,0,0,25.59,0,0,11,0,0.63,17,20177,20400,3,2018,6486,64.7,28793,20177,18400,8393
9175,1,0.18,331.06,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,50000,0,1,0,1,0,1,0,0,26.24,0,0,15,0,0.38,28,43435,28300,5,3620,8666,51,67767,43435,17700,39467
9975,1,0.16,348.78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,60000,0,1,0,1,0,1,0,0,26.18,0,0,11,0,0.58,20,44292,17900,3,4027,5888,33.8,69796,44292,8900,51896
20000,1,0.13,670.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,65000,1,0,0,1,1,0,0,0,38.15,0,0,27,0,0.33,39,138358,164900,5,6588,22258,42.3,202573,138358,38600,37673
10000,1,0.14,341.68,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,27000,0,1,0,1,0,0,0,1,33.64,0,0,9,0,0.25,13,34155,31500,7,3795,18350,30.2,61437,34155,26300,29937
16000,1,0.09,510.07,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,89000,1,0,0,1,1,0,0,0,20.15,0,0,14,0,0.59,43,146405,28700,3,11262,3367,74.1,179423,43380,13000,40100
15475,0,0.18,391.79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,37000,0,0,1,1,1,0,0,0,31.72,0,1,15,0,0.48,21,37162,46200,5,2477,11257,64.9,68088,37162,32100,21888
10000,1,0.09,317.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35000,0,1,0,1,1,0,0,0,12.41,0,0,8,1,0.59,28,9015,13000,2,1503,4914,61,16563,9015,12600,3563
19000,0,0.13,432.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,50000,0,1,0,1,1,0,0,0,20.45,0,0,11,0,0.75,22,44156,20500,1,4014,1623,89.9,54671,44156,16000,34171
15000,1,0.13,503.18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,86000,0,1,0,1,0,1,0,0,19.3,0,0,8,0,0.89,8,23089,12100,2,2886,832,90.3,46339,23089,8600,34239
35000,0,0.23,986.47,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,110000,0,0,1,1,0,1,0,0,22.32,1,1,18,0,0.37,41,74767,85700,7,4398,41214,38,152422,74767,66500,66722
3600,1,0.25,142.19,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36000,0,0,1,1,0,0,0,1,13.5,1,4,25,0,0.24,25,28362,9800,13,1134,3278,37,34800,28362,5200,25000
11975,1,0.16,422.73,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,62000,0,1,0,1,0,1,0,0,25.51,0,0,11,1,0.88,13,20936,8000,3,2094,235,95.2,56467,20936,4900,48467
5000,1,0.11,162.85,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,30000,1,0,0,1,0,1,0,0,29.6,1,0,17,1,0.44,22,63653,19600,1,4244,803,87.8,85472,63653,6600,65872
5000,1,0.18,181.37,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,60000,1,0,0,1,1,0,0,0,16.27,1,0,14,0,0.8,34,346715,26900,6,26670,1186,94.6,366789,42030,22000,22567
22675,1,0.2,842.57,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,80000,0,1,0,1,0,1,0,0,23.37,1,1,12,0,0.95,34,116941,15000,8,9745,321,96.8,151996,42967,10100,49496
6000,1,0.14,205.01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,36000,1,0,0,1,0,1,0,0,30.5,0,1,7,1,0.44,11,220467,5300,2,31495,2749,27.7,247777,45325,3800,50777
10000,1,0.09,318.79,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,75000,1,0,0,1,1,0,0,0,22.86,0,1,16,1,0.37,36,82086,35600,8,5863,14019,45.2,147898,82086,25600,112298
12000,1,0.08,377.04,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,55000,0,1,0,1,1,0,0,0,19.31,0,2,9,2,0.57,39,50016,16900,4,6252,3832,71,73070,50016,13200,56170
19800,1,0.15,686.28,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51500,0,1,0,1,0,1,0,0,7.94,0,0,6,2,0.85,8,153947,8500,3,25658,1117,84.9,166713,9773,7400,2673
20000,0,0.13,458.66,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,84500,0,1,0,1,0,1,0,0,16.64,0,0,9,0,0.52,21,324833,35300,3,36093,997,91.7,369677,48720,12000,39477
4800,1,0.13,161.02,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,58000,1,0,0,1,0,1,0,0,30.11,5,0,20,0,0.58,41,102135,10000,5,5107,398,91,119130,102135,4400,109130
28800,0,0.19,739.98,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,215000,0,0,1,1,0,1,0,0,6.04,0,0,10,1,0.41,29,40676,31700,10,4520,18806,40.7,61834,40676,31700,30134
14000,1,0.14,478.42,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,98000,0,1,0,1,1,0,0,0,19.99,0,4,24,1,0.38,82,89989,34000,22,3913,8582,43.2,123620,89989,15100,89620
21000,0,0.16,513.93,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,75000,0,1,0,1,0,0,1,0,15.73,0,0,12,0,0.32,21,186728,22300,5,15561,1440,79.4,223004,40236,7000,44992
35000,0,0.26,1044.4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,110000,0,0,1,1,0,1,0,0,19.89,0,1,21,0,0.61,42,397796,60300,13,20937,7515,74.9,432671,75683,30000,43439
19800,1,0.16,698.95,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,75000,1,0,0,1,0,1,0,0,26.7,0,2,18,0,0.48,38,94059,29300,12,6271,1394,80.1,124434,94059,7000,95134
5000,1,0.16,176.51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,35000,0,1,0,1,0,1,0,0,25.48,0,0,6,0,0.99,16,24002,4300,4,4000,61,98.6,33983,24002,4300,29683
28000,0,0.24,805.35,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,85000,0,0,1,1,0,1,0,0,25.98,0,0,13,0,0.69,24,439386,27400,6,33799,1439,90.9,466216,76378,15900,71816
23000,1,0.09,733.22,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,56000,0,1,0,1,0,1,0,0,22.31,0,0,10,0,0.51,27,206286,50700,5,20629,230,97.6,249967,45278,9500,23317
6000,1,0.16,210.92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,16000,0,0,1,1,0,1,0,0,36.16,0,0,7,0,0.69,15,19256,28000,1,2751,1273,92.7,28000,19256,17400,0
15975,0,0.22,438.23,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40000,0,1,0,1,0,1,0,0,25.86,0,0,10,0,0.7,26,38586,32300,7,3859,1282,94.3,48300,38586,22600,16000
14025,0,0.26,418.51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,47000,0,1,0,1,0,1,0,0,5.23,0,1,7,0,0.98,7,140371,7500,4,23395,120,98.3,142214,7358,7200,0
6725,1,0.14,228.77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,15317,0,0,1,1,1,0,0,0,19.44,0,0,7,0,0.5,11,9734,19300,3,1391,7966,55,19300,9734,17700,0
6750,1,0.12,224.17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,39000,1,0,0,1,0,0,0,1,17.75,0,1,7,1,0.54,8,20248,28428,1,3374,1814,59,33428,8482,3628,5000
18350,0,0.18,461.69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,62642,0,1,0,1,0,1,0,0,19.79,0,1,15,0,0.41,34,35435,22900,6,2362,11705,44.3,51838,35435,21000,27470
10000,1,0.15,346.61,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,27000,1,0,0,1,0,1,0,0,7.11,0,0,4,0,0.6,5,7635,12700,3,1909,5022,55.6,12700,7635,11300,0
10200,1,0.12,340.69,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36000,0,1,0,1,1,0,0,0,32.67,0,0,12,0,0.24,39,27059,28900,1,2706,16089,9.1,58868,27059,17700,29968
20000,0,0.12,447.83,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65000,1,0,0,1,1,0,0,0,16.21,0,0,9,0,0.49,39,205405,44300,6,22823,3497,80.6,240603,47285,18000,31607
19625,0,0.25,575.91,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,60000,0,1,0,1,0,1,0,0,24.34,0,1,22,0,0.82,38,310796,20300,7,14127,777,91.6,332558,100422,9300,90658
35000,0,0.18,880.61,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,120000,0,0,1,1,1,0,0,0,23.32,0,0,12,0,0.81,25,84478,29000,10,7040,730,91.4,115175,84478,8500,86175
25000,0,0.26,742.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,50000,0,1,0,1,0,1,0,0,24.36,0,0,12,0,0.73,17,35272,34800,4,4409,7358,77.4,47300,35272,32500,12500
16000,1,0.13,536.72,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,40000,0,1,0,1,0,1,0,0,19.95,0,0,6,0,0.81,13,21419,8100,1,3570,29,99.4,27876,21419,4700,19776
10800,0,0.13,245.68,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,51000,1,0,0,1,0,1,0,0,6.64,0,1,10,1,0.28,38,202062,13600,8,25258,3889,36.2,218800,8676,6100,5000
12000,1,0.14,412.94,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62000,0,1,0,1,0,1,0,0,11.17,0,3,8,0,0.86,18,11959,7800,5,1495,315,95.4,19290,11959,6800,10910
10000,1,0.12,334.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,101847,0,0,1,1,0,1,0,0,15.56,0,0,15,0,0.97,23,28351,17900,10,1890,86,98.5,34347,28351,5900,16447
11000,1,0.12,367.94,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,38000,1,0,0,1,0,1,0,0,16.74,2,1,12,0,0.78,28,101953,8600,4,8496,1044,80.3,115020,21117,5300,21521
10800,0,0.16,264.31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,80000,0,1,0,1,0,1,0,0,16.25,0,2,12,0,0.47,16,225570,21700,8,20506,2465,62.1,249803,33308,6500,29124
7500,1,0.17,267.36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,50200,0,0,1,1,0,0,1,0,39.11,0,1,16,1,0.58,37,41821,18800,7,2614,4206,62.1,64220,41821,11100,45420
15000,0,0.13,338.16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,235000,0,1,0,1,0,0,0,1,14.99,5,0,8,0,0.91,50,158082,10600,0,22583,1009,90.4,205721,158082,10500,195121
14000,0,0.14,325.69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,35000,0,0,1,1,1,0,0,0,19.96,0,0,16,1,0.59,37,29872,20200,6,1991,1460,77.2,61056,13875,6400,2345
5000,1,0.14,170.84,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,35000,0,1,0,1,1,0,0,0,39.92,0,0,18,0,0.5,25,44331,12100,7,2463,171,92.6,60292,44331,2300,48192
25600,0,0.22,706.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,101000,0,1,0,1,0,1,0,0,13.83,1,2,9,1,0.82,32,231271,12900,5,25697,2307,80.8,273100,36356,12000,46000
25000,1,0.14,860.41,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75000,0,0,1,1,1,0,0,0,23.92,0,0,13,0,0.89,36,81782,32400,4,7435,0,101.5,95093,81782,27400,62693
10000,0,0.09,208.41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,35000,0,1,0,1,1,0,0,0,28.28,0,1,27,0,0.24,35,21681,64200,7,1032,21470,34.1,71283,21681,32600,7083
